"All","全部",module,Magento_AdminGws
"None","无",module,Magento_AdminGws
"Allowed Scopes","允许的范围",module,Magento_AdminGws
"You need more permissions to delete this item(s): %1.","你需要更高的权限来删除此项目：%1。",module,Magento_AdminGws
"You need more permissions to apply some of the rule updates.","你需要更高的权限应用一些规则的更新。",module,Magento_AdminGws
"Please assign this entity to a store view.","请指定这个店铺视图。",module,Magento_AdminGws
"You can create orders only in an active store.","您只能在活动店铺创建订单。",module,Magento_AdminGws
"Please assign this item to a store view.","请将此项目分配给店铺视图。",module,Magento_AdminGws
"You need more permissions to save this item.","你需要更多的权限，无法保存此项目。",module,Magento_AdminGws
"You need more permissions to delete this item.","你需要更多的权限来删除此项目。",module,Magento_AdminGws
"You need more permissions to view this item.","您需要更多的权限才能查看此项。",module,Magento_AdminGws
"Please specify at least one website or one store group.","请指定至少一个网站或一个店铺组。",module,Magento_AdminGws
"You need more permissions to set All Scopes to a Role.","您需要更多的权限，才能将所有作用域设置到一个角色。",module,Magento_AdminGws
"Incorrect website ID: %1","不正确的网站 ID: %1",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","你需要更多的权限来访问网站""%1""。",module,Magento_AdminGws
"Incorrect store ID: %1","不正确的店铺 ID: %1",module,Magento_AdminGws
"You need more permissions to save this setting.","你需要更高的权限，以保存该设置。",module,Magento_AdminGws
"Role Scopes","角色作用范围",module,Magento_AdminGws
"Custom","自定义",module,Magento_AdminGws
"You don't have permissions to save this item in scope of current store view. Please, switch to allowed store view","You don't have permissions to save this item in scope of current store view. Please, switch to allowed store view",module,Magento_AdminGws
"More permissions are needed to delete the ""%1"" item.","删除 ""%1"" 项需要更多权限。",module,Magento_AdminGws
"This entity needs to be assigned to a store view. Verify the entity assignment and try again.","This entity needs to be assigned to a store view. Verify the entity assignment and try again.",module,Magento_AdminGws
"Orders can only be completed in an active store. Verify the store and try again.","Orders can only be completed in an active store. Verify the store and try again.",module,Magento_AdminGws
"This item needs to be assigned to a store view. Assign item and try again.","This item needs to be assigned to a store view. Assign item and try again.",module,Magento_AdminGws
"More permissions are needed to save this item.","More permissions are needed to save this item.",module,Magento_AdminGws
"More permissions are needed to delete this item.","More permissions are needed to delete this item.",module,Magento_AdminGws
"More permissions are needed to view this item.","More permissions are needed to view this item.",module,Magento_AdminGws
"At least one website or store group needs to be selected. Select and try again.","At least one website or store group needs to be selected. Select and try again.",module,Magento_AdminGws
"More permissions are needed to set All Scopes to a Role.","More permissions are needed to set All Scopes to a Role.",module,Magento_AdminGws
"The ""%1"" website ID is incorrect. Verify the website ID and try again.","The ""%1"" website ID is incorrect. Verify the website ID and try again.",module,Magento_AdminGws
